Kalimat Asli,Kalimat Dinormalisasi,Level Kata Kasar,Disamarkan
"*dimall*. Pak, Mama Aku Hilang. Security Bentar Ya. *cek Cek"" Pengumuman U/ Org Tua Asu. Yg Merasa Kehilangan.'",di mal pak mama aku hilang security bentar ya cek cek umum kamu orang tua anjing yang rasa hilang,1,1
USER Arseto..ini kunyuk yg sedang cari panggung...',guna arseto ini kunyuk yang sedang cari panggung,1,1
USER Jd menurut pak ustadz mengenai yg rame d perbincangkan bgmna? Apakah RG trmasuk menista agama?,guna jadi turut pak ustaz kena yang ramai di bincang bagaimana apakah rg masuk nista agama,0,0
"Gue ingin memberikan opini gue tentang marah-marah. Jadi begini, menurut gue saat kita marah itu kita hanya menunjukkan keegoisan kita. Kok bisa?! Karena saat marah itu, kita pengennya didengar, mengabaikan pendapat orang lain, kayak bodo amat woi yang penting u pd dengerin w?!'",gue ingin beri opini gue tentang marahmarah jadi begini turut gue saat kita marah itu kita hanya tunjuk egois kita kok bisa i karena saat marah itu kita ingin dengar abai dapat orang lain kayak bodoh amat woi yang penting kamu pada dengar gue i,0,1
RT USER tapi kenyataanya jutaan rakyat kecil asli pribumi yg miskin justru semakin dimiskinkan oleh ahok cina kafir....,rt guna tapi kenyataanya juta rakyat kecil asli pribumi yang miskin justru makin miskin oleh ahok cina kafir,1,1
"USER USER Hatta Faisal Tehrani tu Yahudi sekalipun tak salah untuk menyantuni dia selagi dua-dua pihak saling menghormati satu sama lain. Dari sudut kita, dia masih hamba Allah kan?'",guna guna hatta faisal teh rani itu yahudi sekalipun tak salah untuk santun dia selagi duadua pihak saling hormat satu sama lain dari sudut kita dia masih hamba allah kan,0,1
"RT USER: Aku tuh gimana ya. Merasa lebih berdosa aja kalo misal okelah menikah muda, tapi anak cucuku kelak susah makan, susah idup,\xe2\x80\xa6'",rt guna aku itu bagaimana ya rasa lebih dosa saja kalau misal oke meni muda tapi anak cucu kelak susah makan susah hidup xez xbo xag,0,1
"USER USER USER USER Horee 2019 kita ganti presiden.\nAsiiik, tapi siapa gantinya bang? \nGoblok, tolol, kunyuk malah nanya, ya kita cari bareng2 koplok. \nOoo, kirain udah ada bang..\n\nKata rockygering inilah sekumpulan c",guna guna guna guna hore zoig kita ganti presiden nasiiik tapi siapa ganti bang goblok tolol kunyuk malah tanya ya kita cari barengz goblok nooo kira sudah ada bang dan kata rocky gerung ini kumpul c,1,1
Kalau diklaim pemerintahnya gagal tangani banjir dan warga miskin meningkat. Eksekutif dan Legislatif itu sama2 BEGO.',kalau klaim perintah gagal tangan banjir dan warga miskin tingkat eksekutif dan legislatif itu samaz bego,2,1
untung bukan chan yang bilang duluan aja. kalo dia sih gue dalam radius ribuan atau jutaan kilometer dari sana udah jadi taplak meja.',untung bukan chan yang bilang lebih dahulu saja kalau dia sih gue dalam radius ribu atau juta kilometer dari sana sudah jadi taplak meja,0,1
USER USER USER kan ente bahas janji kampanye. ada yg hoax tuh katanya jokowi janji dollar 10rb. trs bani micin maen goreng aja. hadeuuh',guna guna guna kan kamu bahas janji kampanye ada yang hoaks itu kata jokowi janji dolar iorb terus bani micin main goreng saja aduh,2,1
Rewatching dan berkhayal si Dewa Gembel dapat adaptasi Live Action... siapa yang cocok jadi Yato? \xf0\x9f\x98\x84 \xe2\x80\x94 watching Noragami',rewatching dan khayal sih dewa gembel dapat adaptasi live action siapa yang cocok jadi yato xfo xgf xgb xba xez xbo xga tonton noragami,0,1
"Atas tuduhan MUI? Mengoplos? Mudah dibantah, Islam Oplosan lbh berbahaya USER DPR: Proses Hukum Pengurus Gafatar!",atas tuduh majelis ulama indonesia oplos mudah ban islam oplos lebih bahaya guna dewan wakil rakyat proses hukum urus gafatari,2,1
USER USER USER Emang loser sih. WKWKWKW gini nih. Gua bener2 ga suka pacar gua dapet ginian. Apaan. Kalo suka ngomong langsung gausah cupu gitu anjg.',guna guna guna memang loser sih wkwk begini nih gue benerz tidak suka pacar gue dapat begini apa kalau suka bicara langsung tidak usah cupu begitu anjing,1,1
USER USER USER Anak monyet ya wajar kalo DONGO...\xf0\x9f\x98\x83\xf0\x9f\x98\x86\nTanya bapaklu...kalo lu punya bapak...\xf0\x9f\x98\x83',guna guna guna anak monyet ya wajar kalau dongok xfo xgf xgb xbe xfo xgf xgb xbg tanya bapak kalau kamu punya bapak xfo xgf xgb xbe,1,1
"Di Kazakhstan, kartun SpongeBob SquarePants dilarang, karena kartun ini menciptakan sebuah budaya holiganisme, kekerasan, dan bullying.",di kazakhstan kartun spongebob squarepants larang karena kartun ini cipta buah budaya hooliganisme keras dan bullying,0,1
aku paling fck orang myanmar. noob sial main ml fckk',aku paling fuck orang myanmar noob sial main ml fuck,2,1
Beberapa pengguna Buah Iblis membutuhkan waktu dan latihan untuk memaksimalkan potensi kekuatan mereka',beberapa guna buah iblis butuh waktu dan latih untuk maksimal potensi kuat mereka,0,0
USER USER HTI jg organisasi dgn paham terlarang di Bumi Pancasila jd hrs Segera di Bubarkan,guna guna hati juga organisasi dengan paham larang di bumi pancasila jadi harus segera di bubar,3,0
RT USER USER USER USER Suaramu sumbang bong USER sejatinya mention 2 sprti ini sengaja untuk adu domba,rt guna guna guna guna suara sumbang bong guna sejati mention z seperti ini sengaja untuk adu domba,1,1
SHAHIH BUKHARI MUSLIM; ã?¤; Para ulama sepakat bahwa hadits yang diriwayatkan olehImamâ?¦,sahih bukhari muslim para ulama sepakat bahwa hadis yang riwayat olehimam,0,0
Mgkin hrs dimulai dg lepas politik label? Antek Orba Kanan Fundamentalis,mungkin harus mulai dengan lepas politik label antek orde baru kanan fundamentalis,2,0
ada yg mau imejin eue di tl sama gua ga kena dare nih',ada yang mau imajinasi ngewe di lini masa sama gue tidak kena dare nih,1,0
"kalo kamu cari yang pendaftarnya 3563 orang yg keterima cuma 137 orang, Akutansi",kalau kamu cari yang daftar esge orang yang terima cuma iet orang akuntansi,0,1
"Allah SWT minta di-sembah2 PSIKOPAT, apalagi mengharapkan Teror & Horor seperti terjadi di Brussels, GILA Pak Lukman",allah subhanahu wa taala minta disembahz psikopat apalagi harap teror horor seperti jadi di brussel gila pak lukman,2,1
"Bagus ...bang,usir dr NKRI Gak pantes tuh myanmar dijuluki negara Budha.",bagus bang usir dari negara satu republik indonesia tidak pantas itu myanmar juluk negara buddha,2,1
"USER 2018, IMF Pertahankan Perkiraan Pertumbuhan Ekonomi Global 3,9% International Mo",guna zoib international monetary fund tahan kira tumbuh ekonomi global e tidak international mau,0,1
"Anda ini benturkan muslim,islam,agama,.saya muslim bung,hidup di indonesia.kita ini hidup di indonesia yg didasrkan dgn pancasila,.beraneka macam agama,.yg penting akhlaknya dlm memimpin negara ini,bukan hanya dgn kata kata tpi perbuatan",anda ini bentur muslim islam agama saya muslim bung hidup di indonesiakita ini hidup di indonesia yang dasar dengan pancasila aneka macam agama yang penting akhlak dalam pimpin negara ini bukan hanya dengan kata kata tetapi buat,0,1
Islam dan Katolik\nNikahannya secara Budha\n\xf0\x9f\xa4\x94',islam dan katolik nikah cara buddha dan xfo xgf xaa xga,0,1
USER heleh \n\nmodar sana hush',guna alah dan modar sana hush,1,0
"Bak kata orang Indonesia tu, kalau pelaburan luar tak wujudkan peluang perkerjaan, itu bukan pelaburan tapi penjajahan ekonomi. Jangan kesal kemudian. Ubah selagi sempat. Yahoo",bak kata orang indonesia itu kalau pelabur luar tak wujud peluang kerja itu bukan pelabur tapi jajah ekonomi jangan kesal kemudian ubah selagi sempat yahoo,0,1
"Gue masih ga nyangka,tahun 2013 masih ada aja yg alay bro | ciyus? Miapa? | *Gulingin jamban*'",gue masih tidak sangka tahun zoie masih ada saja yang alay bro serius demi apa guling jamban,0,1
Dagangan saya rame bulan April ini...,dagang saya ramai bulan april ini,0,1
"Lokasi Klenteng ini terdapat di Jalan Panjaitan. Pada tahun baru Imlek, klenteng akan mempertunjukan tarian tradisional Tionghoa. Saat ini menjadi saat berkunjung yg sangat tepat selain hari-hari biasa.\n#AyoKeFestivalPesonaBunaken'",lokasi klenteng ini dapat di jalan panjaitan pada tahun baru imlek klenteng akan tunjuk tari tradisional tionghoa saat ini jadi saat kunjung yang sangat tepat selain harihari biasa dan ayo ke festival pesona bunaken,0,1
RT USER: https:// #ngentoto #mememk #lonte #lempung #kontol #crottt #jembut # pecuh URL,rt guna hypertext transfer protocol over secure socket layer ngentot memek lonte lempung kontol crottt jembut pejuh uniform resource locator,1,0
Indonesia dalam cerita; ada anggota DPR yang nunggak bayar listrik.; ada Anggota DPR yg jualan kaos.; Ada anggota DPR yg ingin ganti presiden dg kaos.; ; yg lebih parah lagi Rakyat yg Goblog ingin ganti presidenya dg tagar doang.; sangat lucu dan pantas di,indonesia dalam cerita ada anggota dewan wakil rakyat yang tunggak bayar listrik ada anggota dewan wakil rakyat yang jual kaos ada anggota dewan wakil rakyat yang ingin ganti presiden dengan kaos yang lebih parah lagi rakyat yang goblok ingin ganti presiden dengan tagar doang sangat lucu dan pantas di,2,1
"USER USER Tenggelamkan rezim yg berkuasa sa'ad ini beserta partai pengusungnya.""",guna guna tenggelam rezim yang kuasa saad ini serta partai usung,0,1
USER Itu isinya para cebong yg gk ngerti Islam....',guna itu isi para cebong yang tidak erti islam,2,1
"Gua dah kabor nak bagi gua specific task jangan masuk campur, bajingan'",gue sudah kabur nak bagi gue spesifik task jangan masuk campur bajing,1,0
"Dan siapa salah satu kroni terdkt soeharto? Gak lain Sudono Salim, alias Liem Sioe Liong. Pemilik kerajaan bisnis Salim Group. Siapa yg gak kenal nama itu bg mrka yg besar di era soeharto? Keturunan cina, aseng, minjam istilah partisan pks/gerindra/pan,",dan siapa salah satu kroni tedekat soeharto tidak lain sudono salim alias liem sioe liong milik raja bisnis salim grup siapa yang tidak kenal nama itu bagi mereka yang besar di era soeharto turun cina asing pinjam istilah partisan partai adil sejahtera gerindra kapan,0,1
"USER USER selain harus suara yg bagus, apkah prnampilan dan wajah yg cantik/ganteng yg bkalan dipilih lolos KDI ya, ap mngkin org yg punya cacat fisik ataupun brwajah kurang cantik gak bkalan dilirik mskipun suaranya baguss...?? #ObrolanEkz",guna guna selain harus suara yang bagus apakah tampil dan wajah yang cantik ganteng yang bakal pilih lolos kdi ya apa mungkin orang yang punya cacat fisik atau wajah kurang cantik tidak bakal lirik meski suara bagus obrol,0,1
"Betul bang hancurkan merka bang, musnahkan china babi dibumi pertiwi indonesia, berkedok reklamasi itu ahok",betul bang hancur mereka bang musnah cina babi di bumi pertiwi indonesia kedok reklamasi itu ahok,2,0
Sesama budha radikal harus saling melindungi? usir dubes myanmar. SaveRohingya PrayForRohingya,sama buddha radikal harus saling lindung usir duta besar myanmar save rohingya pray for rohingya,3,1
"ð??? kylaaaaaaya Instagram Update; ; ð???Fakultas Ilmu Budaya, Universitas Indonesia; ; êµ¿ëª¨ë??ð???",kylaaaaaaya instagram baru fakultas ilmu budaya universitas indonesia,0,0
"USER USER Si USER emang dungu tak bertepi. Sampah plastik yg dibahas bu USER , eh dia nyamber soal hankam. Bang fahri, after 2019 jd nelayan aja dah, soalnya sudah pasti anda gak bisa maju jd caleg independen.'",guna guna sih guna memang dungu tak tepi sampah plastik yang bahas bu guna eh dia sambar soal tahan dan aman bang fahri after zoig jadi nelayan saja sudah soal sudah pasti anda tidak bisa maju jadi calon legislatif bebas,1,1
"Kita bisu, kata bungkam\nDi matamu aku perlahan padam\nBersama debarmu yang kian samar\nSenja menghitam bersorak merayakan kepergian\nMencatat kembali sebuah kehilangan.\n\nUSER'",kita bisu kata bungkam mana mata aku perlahan padam sama debar yang kian samar senja hitam sorak raya pergi catat kembali buah hilang dan nuser,0,1
"USER USER USER Iya sih, apa lagi lawannya boleh di bilang berat. Karena aparat negara juga ikut andil. Ya mudah2an aja #2019GantiPresiden biar para cukong tidak jumawa lagi, biar para cukong tidak sok berkuasa lagi dan biar megatron dapa",guna guna guna iya sih apa lagi lawan boleh di bilang berat karena aparat negara juga ikut andil ya mudahzan saja zoiggantipresiden biar para cukong tidak jumawa lagi biar para cukong tidak sok kuasa lagi dan biar megatron ada apa,2,1
Saya sangat dapat memahami jika para birokrat (ASN) banyak yang tidak menyukai Presiden USER Sekarang sulit bagi mereka yang ingin menambah penghasilan dengan korupsi/pungli; takut sama KPK/Saber Pungli. Selain itu Jokowi memang menginginkan agar ASN be,saya sangat dapat paham jika para birokrat aparatur sipil negara banyak yang tidak suka presiden guna sekarang sulit bagi mereka yang ingin tambah hasil dengan korupsi pungut liar takut sama komisi berantas korupsi sapu bersih pungut liar selain itu jokowi memang ingin agar aparatur sipil negara be,0,1
RT USER: Tutorial Ngeluarin goblok dari otak....',rt guna tutorial keluar goblok dari otak,1,1
USER USER nah loh skrg ngaku kalo ibu lu di gangbang sm babi sipit...emang nya mangkal dimana ibu lu itu cung? hihihihihi\xf0\x9f\x98\x86',guna guna nah lah sekarang aku kalau ibu kamu di gangbang sama babi sipit memang nya mangkal mana ibu kamu itu cung hihi xfo xgf xgb xbg,1,1
Yusril: Kelompok Islam Tertindas di Era Jokowi.? #Fakta #2019GantiPresiden,yusril kelompok islam tindas di era jokowi fakta zoiggantipresiden,2,1
Pemerintah anti kritik Pemerintah anti Islam Pemerintah antek PKI Pemerintah antek Yahudi alasanbikinaksi kantaibanget,perintah anti kritik perintah anti islam perintah antek partai komunis indonesia perintah antek yahudi alas bikin aksi kan tai banget,2,0
"Agenda Demo dari Turunkan jokowi, penjarakan Ahok trus Ke PKI besok mungkin Demo suruh Angkat Prabowo jd Presiden. Aksi299 aksimaksa",agenda demo dari turun jokowi penjara ahok terus ke partai komunis indonesia besok mungkin demo suruh angkat prabowo jadi presiden aksizgg aksi maksa,3,1
"USER Jadi ateis karena terlihat edgy itu gimana sih nder?? tolong kasih gue pencerahan dong? Karena pada dasarnya atheis itu suatu kepercayaan, bukan suatu ""alat"" untuk terlihat edgy atau terlihat keren.'",guna jadi ateis karena lihat edgy itu bagaimana sih nder tolong kasih gue cerah dong karena pada dasar ateis itu suatu percaya bukan suatu alat untuk lihat edgy atau lihat keren,0,1
"Kita habis-habisan aja, bang. Usir kafir & cina dari nusantara. merekalah racun akidah, tukang sogok, kristenisasi, pelacur, miras. Kafir anjing!",kita habishabisan saja bang usir kafir cina dari nusantara mereka racun akidah tukang sogok kristen lacur minum keras kafir anjing,3,1
USER USER USER USER USER USER USER USER Haha die lagi \xf0\x9f\x91\x89 USER media bloon dasar tempurung dongo!',guna guna guna guna guna guna guna guna haha dia lagi xfo xgf xgi xbg guna media belum dasar tempurung dongoi,2,1
"USER iya eh sumpah awalnya tuth dikit doang diujung nyadarnya pas pulang dari patbingsoo pas aku bangun sahur edan dah 1 hape :""'",guna iya eh sumpah awal tuth sedikit doang ujung sadar pas pulang dari patbingsoo pas aku bangun sahur edan sudah i telepon genggam,1,1
USER USER Melina berarti pernah maen sitip mah',guna guna melina arti pernah main sitip adalah,0,0
"USER [temen hamil diluar nikah, suaminya adek kls gua dan di d.o pas gua dh lulus. dr wkt wisuda udh ada org tua murid yg berasa itu perut blendung bkn karna gendut. Sempet dibecandain jg kl dia hamil eh taunya beneran. Skrg udh lahiran &amp; yah m",guna teman hamil di luar nikah suami adik kelas gue dan di do pas gue sudah lulus dari waktu wisuda sudah ada orang tua murid yang asa itu perut lendung bukan karena gendut sempat dibecandai juga kalau dia hamil eh tau benar sekarang sudah lahir amp ya sama,0,1
"W'kesian kes ma oposisi.Makin ksni y malah jd bolot.! Soal itung mengitung sri mulyani mah emang suhu y,boleh dibilang klas dunia, URL",wkesian kes sama oposisimakin ke sini iya malah jadi bolot i soal hitung hitung sri mulyani adalah memang suhu iya boleh bilang kelas dunia uniform resource locator,2,1
"USER kayak ayam kelaperan...semua dimakan, karet, batu, sampah dsb....; adeuhh",guna kayak ayam lapar semua makan karet batu sampah dan bagai aduh,0,1
"Tasik Chini yg diiktiraf Rizab Biosfera oleh UNESCO sesungguhnya kaya dengan khazanah alam semulajadi, flora &amp; fauna.; ; Namun sejak 2009, persekitaran kawasan itu semakin terjejas akibat kegiatan pembalakan, perlombongan &amp; perladangan yg tidak ter",tasik chini yang iktiraf rizab biosfera oleh unesco sungguh kayak dengan khazanah alam mula jadi flora amp fauna namun sejak zoog sekitar kawasan itu makin pengaruh akibat giat bala lombong amp ladang yang tidak ter,0,1
"USER USER Selain karena kesalahan membawa ayat agama tp Ahok juga tidak pernah spesifik bilang ulama, tp kenapa juga dituduhkan menghina ulama juga? Mohon pencerahan.",guna guna selain karena salah bawa ayat agama tetapi ahok juga tidak pernah spesifik bilang ulama tetapi kenapa juga tuduh hina ulama juga mohon cerah,0,1
"Mereka Siang MALAM Maki2 Ulama Kita, Nongkrongi Medsos Ulama2\nBela PENISTA Agama yg SOMBONGNYA Minta AMPUN.",mereka siang malam makiz ulama kita nongkrong media sosial ulamaz bela nista agama yang sombong minta ampun,2,1
RT USER: USER Ada CEBONG GENDHENG NGAMUK2 belain si HOMO PENISTA AGAMA!! HAHAHA USER USER USER,rt guna guna ada cebong gila ngamukz bela sih homo nista agamaii haha guna guna guna,1,1
